"Año,""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,015"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,016"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,017"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,018"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,019"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,021"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,020"",""2,022"",""2,022"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"",""2,023"""
"Mes ,""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"",""Marzo"",""Abril"",""Mayo"",""Junio"",""Julio"",""Agosto"",""Setiembre"",""Octubre"",""Noviembre"",""Diciembre"",""Enero"",""Febrero"","""""
"Suscripciones,""85,046"",""14,948"",""2,144"",""2,305"",""11,251"",""5,438"",""6,112"",""6,610"",""5,669"",""5,407"",""5,282"",""8,240"",""7,088"",""6,172"",""5,668"",""5,573"",""5,236"",""5,527"",""7,463"",""6,513"",""12,522"",""18,590"",""19,087"",""15,964"",""17,646"",""16,263"",""18,365"",""15,933"",""23,285"",""27,224"",""20,958"",""23,831"",""25,072"",""35,274"",""38,890"",""32,372"",""34,555"",""34,630"",""37,220"",""37,846"",""35,809"",""31,814"",""28,865"",""32,643"",""30,633"",""33,647"",""33,354"",""32,091"",""41,780"",""42,628"",""48,022"",""38,542"",""51,139"",""45,805"",""48,199"",""47,077"",""48,677"",""55,980"",""55,183"",""57,101"",""64,480"",""65,556"",""69,760"",""96,349"",""131,410"",""137,653"",""135,688"",""154,633"",""159,267"",""144,247"",""137,223"",""142,935"",""134,957"",""136,783"",""140,460"",""128,408"",""121,896"",""118,829"",""115,109"",""118,361"",""112,848"",""113,722"",""110,161"",""113,889"",""106,800"",""103,385"",""113,532"",""89,235"",""97,506"",""88,416"",""92,960"",""102,175"",""94,611"",""100,758"",""96,590"",""93,433"",""102,379"",""94,858"","""""
"Desinscripciones,""23"",""112"",""377"",""243"",""828"",""504"",""435"",""1,707"",""2,218"",""2,045"",""1,284"",""2,050"",""1,445"",""1,043"",""1,813"",""1,795"",""1,387"",""893"",""1,103"",""1,028"",""2,731"",""3,610"",""2,838"",""1,472"",""2,140"",""3,065"",""3,349"",""3,036"",""3,959"",""6,027"",""5,470"",""7,088"",""7,922"",""10,959"",""13,922"",""10,804"",""11,279"",""10,586"",""11,201"",""12,453"",""11,028"",""8,891"",""8,261"",""5,381"",""4,870"",""6,044"",""5,964"",""6,951"",""7,648"",""7,492"",""9,336"",""8,261"",""10,363"",""10,196"",""11,417"",""12,098"",""12,231"",""13,639"",""14,144"",""18,197"",""19,338"",""19,570"",""21,702"",""33,002"",""43,766"",""56,190"",""54,638"",""62,378"",""73,353"",""56,941"",""54,354"",""54,125"",""53,087"",""64,252"",""56,421"",""54,128"",""53,701"",""53,970"",""53,978"",""58,671"",""54,352"",""55,986"",""63,138"",""59,158"",""54,511"",""56,640"",""64,466"",""52,208"",""57,988"",""44,393"",""52,355"",""63,190"",""55,001"",""59,511"",""58,007"",""56,388"",""60,695"",""56,267"","""""
